"","x"
"10422","POLR3B"
"10423","RFX4"
"10424","RIC8B"
"10425","TMEM263"
"10426","MTERF2"
"10427","CRY1"
"10428","BTBD11"
"10429","PWP1"
"10430","PRDM4"
"10431","WSCD2"
"10432","CMKLR1"
"10433","FICD"
"10434","SART3"
"10435","ISCU"
"10436","TMEM119"
"10437","SELPLG"
"10438","CORO1C"
"10439","SSH1"
"10440","DAO"
"10441","SVOP"
"10442","USP30"
"10443","ALKBH2"
"10444","UNG"
"10445","ACACB"
"10446","FOXN4"
"10447","MYO1H"
"10448","KCTD10"
"10449","UBE3B"
"10450","MMAB"
"10451","MVK"
"10452","FAM222A"
"10453","TRPV4"
"10454","GLTP"
"10455","TCHP"
"10456","GIT2"
"10457","ANKRD13A"
"10458","C12orf76"
"10459","IFT81"
"10460","ATP2A2"
"10461","ANAPC7"
"10462","ARPC3"
"10463","GPN3"
"10464","FAM216A"
"10465","VPS29"
"10466","RAD9B"
"10467","PPTC7"
"10468","TCTN1"
"10469","HVCN1"
"10470","PPP1CC"
"10471","MYL2"
"10472","CUX2"
"10473","FAM109A"
"10474","SH2B3"
"10475","ATXN2"
"10476","BRAP"
"10477","ACAD10"
"10478","ALDH2"
"10479","MAPKAPK5"
"10480","TMEM116"
"10481","ERP29"
"10482","NAA25"
"10483","TRAFD1"
"10484","HECTD4"
"10485","RPL6"
"10486","PTPN11"
"10487","RPH3A"
"10488","OAS1"
"10489","OAS3"
"10490","OAS2"
"10491","DTX1"
"10492","RASAL1"
"10493","DDX54"
"10494","RITA1"
"10495","IQCD"
"10496","TPCN1"
"10497","SLC8B1"
"10498","PLBD2"
"10499","SDS"
"10500","SDSL"
"10501","RBM19"
"10502","TBX5"
"10503","TBX3"
"10504","MED13L"
"10505","MAP1LC3B2"
"10506","C12orf49"
"10507","RNFT2"
"10508","HRK"
"10509","FBXW8"
"10510","TESC"
"10511","FBXO21"
"10512","NOS1"
"10513","KSR2"
"10514","RFC5"
"10515","WSB2"
"10516","VSIG10"
"10517","PEBP1"
"10518","TAOK3"
"10519","SUDS3"
"10520","SRRM4"
"10521","HSPB8"
"10522","CCDC60"
"10523","TMEM233"
"10524","PRKAB1"
"10525","CIT"
"10526","RAB35"
"10527","RPLP0"
"10528","PXN"
"10529","SIRT4"
"10530","PLA2G1B"
"10531","MSI1"
"10532","COX6A1"
"10533","TRIAP1"
"10534","GATC"
"10535","SRSF9"
"10536","DYNLL1"
"10537","COQ5"
"10538","RNF10"
"10539","POP5"
"10540","CABP1"
"10541","MLEC"
"10542","UNC119B"
"10543","ACADS"
"10544","SPPL3"
"10545","HNF1A"
"10546","C12orf43"
"10547","OASL"
"10548","P2RX7"
"10549","P2RX4"
"10550","CAMKK2"
"10551","ANAPC5"
"10552","RNF34"
"10553","KDM2B"
"10554","ORAI1"
"10555","MORN3"
"10556","TMEM120B"
"10557","RHOF"
"10558","SETD1B"
"10559","HPD"
"10560","PSMD9"
"10561","WDR66"
"10562","BCL7A"
"10563","MLXIP"
"10564","LRRC43"
"10565","B3GNT4"
"10566","DIABLO"
"10567","VPS33A"
"10568","CLIP1"
"10569","ZCCHC8"
"10570","RSRC2"
"10571","KNTC1"
"10572","HCAR2"
"10573","HCAR3"
"10574","HCAR1"
"10575","DENR"
"10576","CCDC62"
"10577","HIP1R"
"10578","VPS37B"
"10579","ABCB9"
"10580","OGFOD2"
"10581","ARL6IP4"
"10582","PITPNM2"
"10583","MPHOSPH9"
"10584","C12orf65"
"10585","CDK2AP1"
"10586","SBNO1"
"10587","RILPL2"
"10588","SNRNP35"
"10589","RILPL1"
"10590","TMED2"
"10591","DDX55"
"10592","EIF2B1"
"10593","GTF2H3"
"10594","TCTN2"
"10595","ATP6V0A2"
"10596","DNAH10"
"10597","CCDC92"
"10598","DNAH10OS"
"10599","ZNF664"
"10600","NCOR2"
"10601","SCARB1"
"10602","UBC"
"10603","DHX37"
"10604","BRI3BP"
"10605","AACS"
"10606","TMEM132B"
"10607","TMEM132C"
"10608","SLC15A4"
"10609","GLT1D1"
"10610","TMEM132D"
"10611","FZD10"
"10612","PIWIL1"
"10613","RIMBP2"
"10614","STX2"
"10615","RAN"
"10616","SFSWAP"
"10617","MMP17"
"10618","ULK1"
"10619","PUS1"
"10620","EP400"
"10621","EP400NL"
"10622","DDX51"
"10623","NOC4L"
"10624","GALNT9"
"10625","FBRSL1"
"10626","LRCOL1"
"10627","P2RX2"
"10628","POLE"
"10629","PXMP2"
"10630","PGAM5"
"10631","ANKLE2"
"10632","GOLGA3"
"10633","CHFR"
"10634","ZNF605"
"10635","ZNF26"
"10636","ZNF84"
"10637","ZNF140"
"10638","ZNF891"
"10639","ZNF10"
"10640","ZNF268"
"10641","TUBA3C"
"10642","TPTE2"
"10643","MPHOSPH8"
"10644","PSPC1"
"10645","ZMYM5"
"10646","ZMYM2"
"10647","GJA3"
"10648","GJB2"
"10649","GJB6"
"10650","CRYL1"
"10651","IFT88"
"10652","IL17D"
"10653","XPO4"
"10654","LATS2"
"10655","SAP18"
"10656","SKA3"
"10657","MRPL57"
"10658","ZDHHC20"
"10659","MICU2"
"10660","FGF9"
"10661","SGCG"
"10662","SACS"
"10663","TNFRSF19"
"10664","MIPEP"
"10665","C1QTNF9B"
"10666","SPATA13"
"10667","SPATA13"
"10668","C1QTNF9"
"10669","PARP4"
"10670","ATP12A"
"10671","RNF17"
"10672","CENPJ"
"10673","PABPC3"
"10674","AMER2"
"10675","MTMR6"
"10676","ATP8A2"
"10677","SHISA2"
"10678","RNF6"
"10679","CDK8"
"10680","WASF3"
"10681","GPR12"
"10682","USP12"
"10683","RPL21"
"10684","RASL11A"
"10685","GTF3A"
"10686","MTIF3"
"10687","LNX2"
"10688","POLR1D"
"10689","ATP5EP2"
"10690","FLT3"
"10691","PAN3"
"10692","FLT1"
"10693","POMP"
"10694","SLC46A3"
"10695","MTUS2"
"10696","SLC7A1"
"10697","UBL3"
"10698","KATNAL1"
"10699","HMGB1"
"10700","USPL1"
"10701","ALOX5AP"
"10702","MEDAG"
"10703","TEX26"
"10704","HSPH1"
"10705","RXFP2"
"10706","FRY"
"10707","BRCA2"
"10708","N4BP2L1"
"10709","N4BP2L2"
"10710","PDS5B"
"10711","KL"
"10712","STARD13"
"10713","RFC3"
"10714","NBEA"
"10715","MAB21L1"
"10716","DCLK1"
"10717","SOHLH2"
"10718","CCDC169"
"10719","SPG20"
"10720","CCNA1"
"10721","SERTM1"
"10722","RFXAP"
"10723","SMAD9"
"10724","ALG5"
"10725","EXOSC8"
"10726","SUPT20H"
"10727","CSNK1A1L"
"10728","POSTN"
"10729","TRPC4"
"10730","UFM1"
"10731","FREM2"
"10732","PROSER1"
"10733","NHLRC3"
"10734","LHFP"
"10735","COG6"
"10736","FOXO1"
"10737","MRPS31"
"10738","SLC25A15"
"10739","ELF1"
"10740","WBP4"
"10741","KBTBD6"
"10742","KBTBD7"
"10743","MTRF1"
"10744","NAA16"
"10745","RGCC"
"10746","VWA8"
"10747","DGKH"
"10748","AKAP11"
"10749","TNFSF11"
"10750","FAM216B"
"10751","EPSTI1"
"10752","DNAJC15"
"10753","ENOX1"
"10754","CCDC122"
"10755","LACC1"
"10756","SMIM2"
"10757","SERP2"
"10758","TSC22D1"
"10759","NUFIP1"
"10760","GPALPP1"
"10761","GTF2F2"
"10762","KCTD4"
"10763","TPT1"
"10764","SLC25A30"
"10765","COG3"
"10766","ERICH6B"
"10767","SIAH3"
"10768","ZC3H13"
"10769","CPB2"
"10770","LCP1"
"10771","LRRC63"
"10772","LRCH1"
"10773","ESD"
"10774","HTR2A"
"10775","SUCLA2"
"10776","NUDT15"
"10777","MED4"
"10778","ITM2B"
"10779","RB1"
"10780","LPAR6"
"10781","RCBTB2"
"10782","CYSLTR2"
"10783","FNDC3A"
"10784","MLNR"
"10785","CDADC1"
"10786","CAB39L"
"10787","SETDB2"
"10788","PHF11"
"10789","RCBTB1"
"10790","ARL11"
"10791","EBPL"
"10792","KPNA3"
"10793","SPRYD7"
"10794","TRIM13"
"10795","KCNRG"
"10796","DLEU1"
"10797","DLEU7"
"10798","RNASEH2B"
"10799","FAM124A"
"10800","SERPINE3"
"10801","INTS6"
"10802","WDFY2"
"10803","DHRS12"
"10804","ATP7B"
"10805","ALG11"
"10806","UTP14C"
"10807","NEK5"
"10808","NEK3"
"10809","THSD1"
"10810","VPS36"
"10811","CKAP2"
"10812","HNRNPA1L2"
"10813","SUGT1"
"10814","PCDH8"
"10815","OLFM4"
"10816","PCDH17"
"10817","DIAPH3"
"10818","TDRD3"
"10819","PCDH20"
"10820","PCDH9"
"10821","DACH1"
"10822","MZT1"
"10823","BORA"
"10824","DIS3"
"10825","PIBF1"
"10826","KLF5"
"10827","KLF12"
"10828","TBC1D4"
"10829","COMMD6"
"10830","UCHL3"
"10831","LMO7"
"10832","LMO7DN"
"10833","KCTD12"
"10834","CLN5"
"10835","FBXL3"
"10836","MYCBP2"
"10837","SCEL"
"10838","SLAIN1"
"10839","EDNRB"
"10840","POU4F1"
"10841","RNF219"
"10842","RBM26"
"10843","NDFIP2"
"10844","SPRY2"
"10845","SLITRK1"
"10846","SLITRK6"
"10847","SLITRK5"
"10848","GPC5"
"10849","GPC6"
"10850","DCT"
"10851","TGDS"
"10852","GPR180"
"10853","SOX21"
"10854","ABCC4"
"10855","CLDN10"
"10856","DZIP1"
"10857","DNAJC3"
"10858","UGGT2"
"10859","HS6ST3"
"10860","OXGR1"
"10861","MBNL2"
"10862","RAP2A"
"10863","IPO5"
"10864","FARP1"
"10865","STK24"
"10866","SLC15A1"
"10867","DOCK9"
"10868","UBAC2"
"10869","GPR18"
"10870","GPR183"
"10871","TM9SF2"
"10872","CLYBL"
"10873","ZIC5"
"10874","ZIC2"
"10875","PCCA"
"10876","GGACT"
"10877","TMTC4"
"10878","NALCN"
"10879","ITGBL1"
"10880","FGF14"
"10881","TPP2"
"10882","CCDC168"
"10883","TEX30"
"10884","KDELC1"
"10885","BIVM"
"10886","ERCC5"
"10887","EFNB2"
"10888","ARGLU1"
"10889","FAM155A"
"10890","LIG4"
"10891","ABHD13"
"10892","TNFSF13B"
"10893","MYO16"
"10894","IRS2"
"10895","COL4A1"
"10896","COL4A2"
"10897","RAB20"
"10898","CARS2"
"10899","ING1"
"10900","ANKRD10"
"10901","ARHGEF7"
"10902","TEX29"
"10903","SOX1"
"10904","TUBGCP3"
"10905","ATP11A"
"10906","MCF2L"
"10907","F7"
"10908","F10"
"10909","PROZ"
"10910","PCID2"
"10911","CUL4A"
"10912","LAMP1"
"10913","GRTP1"
"10914","ADPRHL1"
"10915","DCUN1D2"
"10916","TMCO3"
"10917","TFDP1"
"10918","ATP4B"
"10919","GRK1"
"10920","TMEM255B"
"10921","GAS6"
"10922","RASA3"
"10923","CDC16"
"10924","UPF3A"
"10925","CHAMP1"
"10926","POTEG"
"10927","TTC5"
"10928","CCNB1IP1"
"10929","PARP2"
"10930","TEP1"
"10931","KLHL33"
"10932","OSGEP"
"10933","APEX1"
"10934","TMEM55B"
"10935","PNP"
"10936","RNASE4"
"10937","ANG"
"10938","RNASE6"
"10939","RNASE1"
"10940","RNASE3"
"10941","RNASE2"
"10942","METTL17"
"10943","SLC39A2"
"10944","NDRG2"
"10945","TPPP2"
"10946","RNASE13"
"10947","RNASE7"
"10948","ARHGEF40"
"10949","ZNF219"
"10950","TMEM253"
"10951","HNRNPC"
"10952","RPGRIP1"
"10953","SUPT16H"
"10954","CHD8"
"10955","RAB2B"
"10956","TOX4"
"10957","METTL3"
"10958","SALL2"
"10959","DAD1"
"10960","ABHD4"
"10961","OXA1L"
"10962","SLC7A7"
"10963","MRPL52"
"10964","MMP14"
"10965","LRP10"
"10966","REM2"
"10967","RBM23"
"10968","PRMT5"
"10969","HAUS4"
"10970","AJUBA"
"10971","C14orf93"
"10972","PSMB5"
"10973","CDH24"
"10974","ACIN1"
"10975","C14orf119"
"10976","CEBPE"
"10977","SLC7A8"
"10978","RNF212B"
"10979","HOMEZ"
"10980","PPP1R3E"
"10981","BCL2L2"
"10982","BCL2L2-PABPN1"
"10983","PABPN1"
"10984","SLC22A17"
"10985","EFS"
"10986","IL25"
"10987","CMTM5"
"10988","MYH6"
"10989","MYH7"
"10990","NGDN"
"10991","ZFHX2"
"10992","THTPA"
"10993","AP1G2"
"10994","JPH4"
"10995","DHRS2"
"10996","DHRS4"
"10997","DHRS4L2"
"10998","CPNE6"
"10999","NRL"
"11000","PCK2"
"11001","DCAF11"
"11002","FITM1"
"11003","PSME1"
"11004","EMC9"
"11005","PSME2"
"11006","RNF31"
"11007","IRF9"
"11008","REC8"
"11009","IPO4"
"11010","TM9SF1"
"11011","TSSK4"
"11012","CHMP4A"
"11013","MDP1"
"11014","NEDD8"
"11015","GMPR2"
"11016","TINF2"
"11017","TGM1"
"11018","RABGGTA"
"11019","DHRS1"
"11020","NOP9"
"11021","LTB4R2"
"11022","LTB4R"
"11023","ADCY4"
"11024","RIPK3"
"11025","NFATC4"
"11026","NYNRIN"
"11027","CBLN3"
"11028","KHNYN"
"11029","SDR39U1"
"11030","CMA1"
"11031","CTSG"
"11032","GZMH"
"11033","GZMB"
"11034","STXBP6"
"11035","NOVA1"
"11036","FOXG1"
"11037","PRKD1"
"11038","G2E3"
"11039","SCFD1"
"11040","COCH"
"11041","STRN3"
"11042","AP4S1"
"11043","HECTD1"
"11044","HEATR5A"
"11045","DTD2"
"11046","NUBPL"
"11047","ARHGAP5"
"11048","AKAP6"
"11049","NPAS3"
"11050","EGLN3"
"11051","SPTSSA"
"11052","EAPP"
"11053","SNX6"
"11054","CFL2"
"11055","BAZ1A"
"11056","SRP54"
"11057","FAM177A1"
"11058","PPP2R3C"
"11059","KIAA0391"
"11060","PSMA6"
"11061","NFKBIA"
"11062","INSM2"
"11063","RALGAPA1"
"11064","BRMS1L"
"11065","MBIP"
"11066","SFTA3"
"11067","NKX2-1"
"11068","PAX9"
"11069","SLC25A21"
"11070","MIPOL1"
"11071","FOXA1"
"11072","SSTR1"
"11073","CLEC14A"
"11074","SEC23A"
"11075","GEMIN2"
"11076","TRAPPC6B"
"11077","PNN"
"11078","CTAGE5"
"11079","FBXO33"
"11080","LRFN5"
"11081","C14orf28"
"11082","KLHL28"
"11083","PRPF39"
"11084","FKBP3"
"11085","FANCM"
"11086","MIS18BP1"
"11087","MDGA2"
"11088","RPS29"
"11089","LRR1"
"11090","RPL36AL"
"11091","MGAT2"
"11092","DNAAF2"
"11093","POLE2"
"11094","KLHDC1"
"11095","KLHDC2"
"11096","NEMF"
"11097","ARF6"
"11098","VCPKMT"
"11099","SOS2"
"11100","L2HGDH"
"11101","ATP5S"
"11102","CDKL1"
"11103","MAP4K5"
"11104","ATL1"
"11105","SAV1"
"11106","NIN"
"11107","PYGL"
"11108","ABHD12B"
"11109","TRIM9"
"11110","TMX1"
"11111","FRMD6"
"11112","GNG2"
"11113","C14orf166"
"11114","NID2"
"11115","PTGDR"
"11116","PTGER2"
"11117","TXNDC16"
"11118","GPR137C"
"11119","PSMC6"
"11120","STYX"
"11121","GNPNAT1"
"11122","FERMT2"
"11123","DDHD1"
"11124","BMP4"
"11125","CDKN3"
"11126","CNIH1"
"11127","GMFB"
"11128","CGRRF1"
"11129","SAMD4A"
"11130","GCH1"
"11131","WDHD1"
"11132","SOCS4"
"11133","MAPK1IP1L"
"11134","LGALS3"
"11135","DLGAP5"
"11136","FBXO34"
"11137","ATG14"
"11138","KTN1"
"11139","PELI2"
"11140","TMEM260"
"11141","EXOC5"
"11142","AP5M1"
"11143","NAA30"
"11144","SLC35F4"
"11145","C14orf37"
"11146","ACTR10"
"11147","PSMA3"
"11148","ARID4A"
"11149","TOMM20L"
"11150","TIMM9"
"11151","KIAA0586"
"11152","DACT1"
"11153","DAAM1"
"11154","GPR135"
"11155","L3HYPDH"
"11156","JKAMP"
"11157","CCDC175"
"11158","RTN1"
"11159","LRRC9"
"11160","DHRS7"
"11161","PPM1A"
"11162","C14orf39"
"11163","SIX1"
"11164","SIX4"
"11165","MNAT1"
"11166","TRMT5"
"11167","SLC38A6"
"11168","PRKCH"
"11169","TMEM30B"
"11170","HIF1A"
"11171","SNAPC1"
"11172","SYT16"
"11173","KCNH5"
"11174","RHOJ"
"11175","PPP2R5E"
"11176","WDR89"
"11177","SGPP1"
"11178","SYNE2"
"11179","ESR2"
"11180","MTHFD1"
"11181","ZBTB25"
"11182","AKAP5"
"11183","ZBTB1"
"11184","HSPA2"
"11185","PPP1R36"
"11186","PLEKHG3"
"11187","SPTB"
"11188","CHURC1"
"11189","GPX2"
"11190","RAB15"
"11191","FNTB"
"11192","MAX"
"11193","FUT8"
"11194","GPHN"
"11195","FAM71D"
"11196","MPP5"
"11197","ATP6V1D"
"11198","EIF2S1"
"11199","PLEK2"
"11200","TMEM229B"
"11201","PLEKHH1"
"11202","PIGH"
"11203","ARG2"
"11204","VTI1B"
"11205","RDH11"
"11206","RDH12"
"11207","ZFYVE26"
"11208","RAD51B"
"11209","ZFP36L1"
"11210","ACTN1"
"11211","DCAF5"
"11212","EXD2"
"11213","GALNT16"
"11214","ERH"
"11215","SLC39A9"
"11216","PLEKHD1"
"11217","CCDC177"
"11218","SRSF5"
"11219","SLC10A1"
"11220","SMOC1"
"11221","SLC8A3"
"11222","COX16"
"11223","SYNJ2BP"
"11224","ADAM21"
"11225","ADAM20"
"11226","MED6"
"11227","TTC9"
"11228","MAP3K9"
"11229","SIPA1L1"
"11230","RGS6"
"11231","DPF3"
"11232","DCAF4"
"11233","ZFYVE1"
"11234","RBM25"
"11235","PSEN1"
"11236","PAPLN"
"11237","NUMB"
"11238","HEATR4"
"11239","ACOT1"
"11240","ACOT2"
"11241","ACOT4"
"11242","ACOT6"
"11243","DNAL1"
"11244","PNMA1"
"11245","ELMSAN1"
"11246","PTGR2"
"11247","ZNF410"
"11248","FAM161B"
"11249","COQ6"
"11250","ENTPD5"
"11251","ALDH6A1"
"11252","LIN52"
"11253","VSX2"
"11254","ABCD4"
"11255","SYNDIG1L"
"11256","NPC2"
"11257","ISCA2"
"11258","LTBP2"
"11259","AREL1"
"11260","FCF1"
"11261","YLPM1"
"11262","PROX2"
"11263","DLST"
"11264","RPS6KL1"
"11265","PGF"
"11266","EIF2B2"
"11267","MLH3"
"11268","ACYP1"
"11269","ZC2HC1C"
"11270","NEK9"
"11271","TMED10"
"11272","FOS"
"11273","JDP2"
"11274","BATF"
"11275","FLVCR2"
"11276","TTLL5"
"11277","C14orf1"
"11278","TGFB3"
"11279","IFT43"
"11280","GPATCH2L"
"11281","ESRRB"
"11282","VASH1"
"11283","ANGEL1"
"11284","LRRC74A"
"11285","IRF2BPL"
"11286","CIPC"
"11287","ZDHHC22"
"11288","TMEM63C"
"11289","NGB"
"11290","POMT2"
"11291","GSTZ1"
"11292","TMED8"
"11293","SAMD15"
"11294","NOXRED1"
"11295","VIPAS39"
"11296","AHSA1"
"11297","ISM2"
"11298","SPTLC2"
"11299","ALKBH1"
"11300","SLIRP"
"11301","SNW1"
"11302","C14orf178"
"11303","ADCK1"
"11304","NRXN3"
"11305","DIO2"
"11306","CEP128"
"11307","TSHR"
"11308","GTF2A1"
"11309","STON2"
"11310","SEL1L"
"11311","FLRT2"
"11312","GALC"
"11313","GPR65"
"11314","KCNK10"
"11315","SPATA7"
"11316","PTPN21"
"11317","ZC3H14"
"11318","EML5"
"11319","TTC8"
"11320","FOXN3"
"11321","EFCAB11"
"11322","TDP1"
"11323","KCNK13"
"11324","PSMC1"
"11325","NRDE2"
"11326","CALM1"
"11327","TTC7B"
"11328","RPS6KA5"
"11329","C14orf159"
"11330","GPR68"
"11331","CCDC88C"
"11332","CATSPERB"
"11333","TC2N"
"11334","FBLN5"
"11335","TRIP11"
"11336","ATXN3"
"11337","NDUFB1"
"11338","CPSF2"
"11339","SLC24A4"
"11340","RIN3"
"11341","LGMN"
"11342","GOLGA5"
"11343","CHGA"
"11344","ITPK1"
"11345","MOAP1"
"11346","TMEM251"
"11347","UBR7"
"11348","BTBD7"
"11349","UNC79"
"11350","COX8C"
"11351","PRIMA1"
"11352","FAM181A"
"11353","ASB2"
"11354","OTUB2"
"11355","DDX24"
"11356","IFI27L1"
"11357","IFI27"
"11358","IFI27L2"
"11359","PPP4R4"
"11360","SERPINA10"
"11361","SERPINA1"
"11362","SERPINA12"
"11363","SERPINA5"
"11364","GSC"
"11365","DICER1"
"11366","CLMN"
"11367","SYNE3"
"11368","GLRX5"
"11369","TCL1A"
"11370","BDKRB2"
"11371","BDKRB1"
"11372","ATG2B"
"11373","GSKIP"
"11374","AK7"
"11375","PAPOLA"
"11376","VRK1"
"11377","BCL11B"
"11378","SETD3"
"11379","CCNK"
"11380","CCDC85C"
"11381","HHIPL1"
"11382","CYP46A1"
"11383","EML1"
"11384","EVL"
"11385","DEGS2"
"11386","YY1"
"11387","SLC25A29"
"11388","SLC25A47"
"11389","WARS"
"11390","WDR25"
"11391","BEGAIN"
"11392","DLK1"
"11393","RTL1"
"11394","DIO3"
"11395","PPP2R5C"
"11396","DYNC1H1"
"11397","HSP90AA1"
"11398","WDR20"
"11399","MOK"
"11400","ZNF839"
"11401","CINP"
"11402","TECPR2"
"11403","ANKRD9"
"11404","RCOR1"
"11405","TRAF3"
"11406","AMN"
"11407","CDC42BPB"
"11408","EXOC3L4"
"11409","TNFAIP2"
"11410","EIF5"
"11411","MARK3"
"11412","CKB"
"11413","TRMT61A"
"11414","BAG5"
"11415","KLC1"
"11416","APOPT1"
"11417","XRCC3"
"11418","ZFYVE21"
"11419","PPP1R13B"
"11420","C14orf2"
"11421","TDRD9"
"11422","ASPG"
"11423","KIF26A"
"11424","TMEM179"
"11425","C14orf180"
"11426","INF2"
"11427","ADSSL1"
"11428","SIVA1"
"11429","AKT1"
"11430","ZBTB42"
"11431","CEP170B"
"11432","PLD4"
"11433","AHNAK2"
"11434","C14orf79"
"11435","CDCA4"
"11436","GPR132"
"11437","JAG2"
"11438","NUDT14"
"11439","BRF1"
"11440","BTBD6"
"11441","PACS2"
"11442","TEX22"
"11443","MTA1"
"11444","CRIP2"
"11445","CRIP1"
"11446","C14orf80"
"11447","TMEM121"
"11448","IGHV3-11"
"11449","IGHV3-15"
"11450","NIPA1"
"11451","NIPA2"
"11452","CYFIP1"
"11453","TUBGCP5"
"11454","GOLGA8S"
"11455","MKRN3"
"11456","MAGEL2"
"11457","NDN"
"11458","NPAP1"
"11459","SNRPN"
"11460","SNURF"
"11461","UBE3A"
"11462","ATP10A"
"11463","GABRB3"
"11464","GABRA5"
"11465","GABRG3"
"11466","OCA2"
"11467","HERC2"
"11468","GOLGA8M"
"11469","APBA2"
"11470","FAM189A1"
"11471","TJP1"
"11472","GOLGA8T"
"11473","CHRFAM7A"
"11474","GOLGA8R"
"11475","GOLGA8Q"
"11476","GOLGA8H"
"11477","ARHGAP11B"
"11478","FAN1"
"11479","MTMR10"
"11480","TRPM1"
"11481","KLF13"
"11482","OTUD7A"
"11483","CHRNA7"
"11484","GOLGA8K"
"11485","GOLGA8O"
"11486","GOLGA8N"
"11487","ARHGAP11A"
"11488","SCG5"
"11489","GREM1"
"11490","FMN1"
"11491","RYR3"
"11492","AVEN"
"11493","CHRM5"
"11494","EMC7"
"11495","PGBD4"
"11496","KATNBL1"
"11497","EMC4"
"11498","SLC12A6"
"11499","NOP10"
"11500","NUTM1"
"11501","LPCAT4"
"11502","GOLGA8A"
"11503","GOLGA8B"
"11504","ACTC1"
"11505","AQR"
"11506","ZNF770"
"11507","DPH6"
"11508","C15orf41"
"11509","MEIS2"
"11510","SPRED1"
"11511","FAM98B"
"11512","RASGRP1"
"11513","THBS1"
"11514","FSIP1"
"11515","GPR176"
"11516","EIF2AK4"
"11517","SRP14"
"11518","BMF"
"11519","BUB1B"
"11520","PAK6"
"11521","C15orf56"
"11522","PLCB2"
"11523","C15orf52"
"11524","PHGR1"
"11525","DISP2"
"11526","KNSTRN"
"11527","IVD"
"11528","BAHD1"
"11529","CHST14"
"11530","C15orf57"
"11531","RPUSD2"
"11532","RAD51"
"11533","RMDN3"
"11534","GCHFR"
"11535","DNAJC17"
"11536","C15orf62"
"11537","ZFYVE19"
"11538","PPP1R14D"
"11539","SPINT1"
"11540","RHOV"
"11541","VPS18"
"11542","DLL4"
"11543","CHAC1"
"11544","INO80"
"11545","EXD1"
"11546","CHP1"
"11547","OIP5"
"11548","NUSAP1"
"11549","NDUFAF1"
"11550","RTF1"
"11551","ITPKA"
"11552","LTK"
"11553","RPAP1"
"11554","TYRO3"
"11555","MGA"
"11556","MAPKBP1"
"11557","JMJD7"
"11558","PLA2G4B"
"11559","SPTBN5"
"11560","EHD4"
"11561","PLA2G4E"
"11562","PLA2G4D"
"11563","PLA2G4F"
"11564","VPS39"
"11565","TMEM87A"
"11566","GANC"
"11567","CAPN3"
"11568","ZNF106"
"11569","SNAP23"
"11570","LRRC57"
"11571","HAUS2"
"11572","STARD9"
"11573","CDAN1"
"11574","TTBK2"
"11575","UBR1"
"11576","EPB42"
"11577","TMEM62"
"11578","CCNDBP1"
"11579","TGM5"
"11580","LCMT2"
"11581","ADAL"
"11582","ZSCAN29"
"11583","TUBGCP4"
"11584","TP53BP1"
"11585","MAP1A"
"11586","PPIP5K1"
"11587","CKMT1B"
"11588","STRC"
"11589","CATSPER2"
"11590","CKMT1A"
"11591","PDIA3"
"11592","ELL3"
"11593","SERF2"
"11594","HYPK"
"11595","MFAP1"
"11596","WDR76"
"11597","FRMD5"
"11598","CASC4"
"11599","CTDSPL2"
"11600","EIF3J"
"11601","SPG11"
"11602","PATL2"
"11603","B2M"
"11604","TRIM69"
"11605","SORD"
"11606","DUOX2"
"11607","DUOXA2"
"11608","DUOXA1"
"11609","DUOX1"
"11610","SHF"
"11611","SLC28A2"
"11612","GATM"
"11613","SPATA5L1"
"11614","C15orf48"
"11615","SLC30A4"
"11616","BLOC1S6"
"11617","SQRDL"
"11618","SEMA6D"
"11619","MYEF2"
"11620","SLC12A1"
"11621","DUT"
"11622","FBN1"
"11623","CEP152"
"11624","SHC4"
"11625","EID1"
"11626","SECISBP2L"
"11627","COPS2"
"11628","GALK2"
"11629","FAM227B"
"11630","FGF7"
"11631","DTWD1"
"11632","ATP8B4"
"11633","SLC27A2"
"11634","HDC"
"11635","GABPB1"
"11636","USP8"
"11637","USP50"
"11638","TRPM7"
"11639","SPPL2A"
"11640","AP4E1"
"11641","TNFAIP8L3"
"11642","CYP19A1"
"11643","GLDN"
"11644","DMXL2"
"11645","SCG3"
"11646","LYSMD2"
"11647","TMOD2"
"11648","TMOD3"
"11649","LEO1"
"11650","MAPK6"
"11651","BCL2L10"
"11652","GNB5"
"11653","MYO5C"
"11654","MYO5A"
"11655","ARPP19"
"11656","FAM214A"
"11657","ONECUT1"
"11658","WDR72"
"11659","UNC13C"
"11660","RSL24D1"
"11661","RAB27A"
"11662","PIGBOS1"
"11663","PIGB"
"11664","CCPG1"
"11665","C15orf65"
"11666","DYX1C1"
"11667","PYGO1"
"11668","PRTG"
"11669","NEDD4"
"11670","RFX7"
"11671","TEX9"
"11672","MNS1"
"11673","ZNF280D"
"11674","TCF12"
"11675","CGNL1"
"11676","MYZAP"
"11677","POLR2M"
"11678","ALDH1A2"
"11679","AQP9"
"11680","LIPC"
"11681","ADAM10"
"11682","SLTM"
"11683","RNF111"
"11684","CCNB2"
"11685","MYO1E"
"11686","LDHAL6B"
"11687","FAM81A"
"11688","GCNT3"
"11689","GTF2A2"
"11690","BNIP2"
"11691","ANXA2"
"11692","ICE2"
"11693","RORA"
"11694","VPS13C"
"11695","C2CD4A"
"11696","C2CD4B"
"11697","TLN2"
"11698","TPM1"
"11699","LACTB"
"11700","RPS27L"
"11701","RAB8B"
"11702","APH1B"
