"","x"
"9141","CD6"
"9142","CD5"
"9143","VPS37C"
"9144","PGA3"
"9145","PGA5"
"9146","VWCE"
"9147","DDB1"
"9148","CYB561A3"
"9149","TMEM138"
"9150","TMEM216"
"9151","CPSF7"
"9152","SDHAF2"
"9153","PPP1R32"
"9154","LRRC10B"
"9155","SYT7"
"9156","DAGLA"
"9157","MYRF"
"9158","TMEM258"
"9159","FEN1"
"9160","FADS1"
"9161","FADS2"
"9162","FADS3"
"9163","RAB3IL1"
"9164","BEST1"
"9165","FTH1"
"9166","INCENP"
"9167","SCGB1D2"
"9168","SCGB2A2"
"9169","ASRGL1"
"9170","SCGB1A1"
"9171","AHNAK"
"9172","EEF1G"
"9173","TUT1"
"9174","MTA2"
"9175","EML3"
"9176","ROM1"
"9177","B3GAT3"
"9178","GANAB"
"9179","INTS5"
"9180","C11orf98"
"9181","METTL12"
"9182","UQCC3"
"9183","UBXN1"
"9184","LRRN4CL"
"9185","BSCL2"
"9186","GNG3"
"9187","HNRNPUL2"
"9188","TTC9C"
"9189","ZBTB3"
"9190","POLR2G"
"9191","TMEM223"
"9192","TAF6L"
"9193","TMEM179B"
"9194","NXF1"
"9195","STX5"
"9196","WDR74"
"9197","SLC3A2"
"9198","CHRM1"
"9199","SLC22A6"
"9200","SLC22A8"
"9201","SLC22A10"
"9202","SLC22A25"
"9203","SLC22A9"
"9204","HRASLS5"
"9205","LGALS12"
"9206","RARRES3"
"9207","HRASLS2"
"9208","PLA2G16"
"9209","ATL3"
"9210","RTN3"
"9211","C11orf95"
"9212","C11orf84"
"9213","MARK2"
"9214","RCOR2"
"9215","NAA40"
"9216","COX8A"
"9217","OTUB1"
"9218","MACROD1"
"9219","FLRT1"
"9220","STIP1"
"9221","FERMT3"
"9222","TRPT1"
"9223","NUDT22"
"9224","DNAJC4"
"9225","VEGFB"
"9226","FKBP2"
"9227","PPP1R14B"
"9228","PLCB3"
"9229","BAD"
"9230","GPR137"
"9231","KCNK4"
"9232","TEX40"
"9233","ESRRA"
"9234","TRMT112"
"9235","PRDX5"
"9236","CCDC88B"
"9237","RPS6KA4"
"9238","SLC22A11"
"9239","SLC22A12"
"9240","NRXN2"
"9241","RASGRP2"
"9242","PYGM"
"9243","SF1"
"9244","MAP4K2"
"9245","MEN1"
"9246","CDC42BPG"
"9247","EHD1"
"9248","ATG2A"
"9249","PPP2R5B"
"9250","GPHA2"
"9251","BATF2"
"9252","ARL2"
"9253","SNX15"
"9254","SAC3D1"
"9255","NAALADL1"
"9256","CDCA5"
"9257","ZFPL1"
"9258","TMEM262"
"9259","VPS51"
"9260","TM7SF2"
"9261","ZNHIT2"
"9262","FAU"
"9263","MRPL49"
"9264","SYVN1"
"9265","SPDYC"
"9266","CAPN1"
"9267","POLA2"
"9268","CDC42EP2"
"9269","DPF2"
"9270","TIGD3"
"9271","SLC25A45"
"9272","FRMD8"
"9273","SCYL1"
"9274","LTBP3"
"9275","SSSCA1"
"9276","FAM89B"
"9277","EHBP1L1"
"9278","KCNK7"
"9279","MAP3K11"
"9280","SIPA1"
"9281","RELA"
"9282","KAT5"
"9283","RNASEH2C"
"9284","AP5B1"
"9285","OVOL1"
"9286","CFL1"
"9287","SNX32"
"9288","MUS81"
"9289","EFEMP2"
"9290","CTSW"
"9291","FIBP"
"9292","CCDC85B"
"9293","FOSL1"
"9294","C11orf68"
"9295","DRAP1"
"9296","TSGA10IP"
"9297","SART1"
"9298","EIF1AD"
"9299","BANF1"
"9300","CST6"
"9301","CATSPER1"
"9302","GAL3ST3"
"9303","SF3B2"
"9304","PACS1"
"9305","KLC2"
"9306","RAB1B"
"9307","CNIH2"
"9308","YIF1A"
"9309","TMEM151A"
"9310","CD248"
"9311","RIN1"
"9312","BRMS1"
"9313","SLC29A2"
"9314","NPAS4"
"9315","MRPL11"
"9316","PELI3"
"9317","DPP3"
"9318","BBS1"
"9319","ZDHHC24"
"9320","ACTN3"
"9321","CTSF"
"9322","CCDC87"
"9323","CCS"
"9324","RBM14"
"9325","RBM4"
"9326","RBM4B"
"9327","SPTBN2"
"9328","C11orf80"
"9329","RCE1"
"9330","PC"
"9331","LRFN4"
"9332","SYT12"
"9333","RHOD"
"9334","KDM2A"
"9335","ANKRD13D"
"9336","SSH3"
"9337","RAD9A"
"9338","POLD4"
"9339","CLCF1"
"9340","PPP1CA"
"9341","TBC1D10C"
"9342","CARNS1"
"9343","RPS6KB2"
"9344","CORO1B"
"9345","CABP4"
"9346","TMEM134"
"9347","AIP"
"9348","PITPNM1"
"9349","CDK2AP2"
"9350","GSTP1"
"9351","NDUFV1"
"9352","NUDT8"
"9353","TBX10"
"9354","ACY3"
"9355","ALDH3B2"
"9356","UNC93B1"
"9357","ALDH3B1"
"9358","NDUFS8"
"9359","TCIRG1"
"9360","CHKA"
"9361","C11orf24"
"9362","LRP5"
"9363","PPP6R3"
"9364","GAL"
"9365","CPT1A"
"9366","MRPL21"
"9367","IGHMBP2"
"9368","MRGPRD"
"9369","MRGPRF"
"9370","TPCN2"
"9371","MYEOV"
"9372","CCND1"
"9373","ORAOV1"
"9374","ANO1"
"9375","FADD"
"9376","PPFIA1"
"9377","CTTN"
"9378","SHANK2"
"9379","DHCR7"
"9380","NADSYN1"
"9381","KRTAP5-7"
"9382","KRTAP5-8"
"9383","KRTAP5-9"
"9384","KRTAP5-10"
"9385","FAM86C1"
"9386","RNF121"
"9387","IL18BP"
"9388","NUMA1"
"9389","LRTOMT"
"9390","LAMTOR1"
"9391","ANAPC15"
"9392","FOLR3"
"9393","FOLR1"
"9394","FOLR2"
"9395","INPPL1"
"9396","PHOX2A"
"9397","CLPB"
"9398","PDE2A"
"9399","ARAP1"
"9400","STARD10"
"9401","ATG16L2"
"9402","FCHSD2"
"9403","P2RY2"
"9404","P2RY6"
"9405","ARHGEF17"
"9406","RELT"
"9407","FAM168A"
"9408","PLEKHB1"
"9409","RAB6A"
"9410","MRPL48"
"9411","COA4"
"9412","PAAF1"
"9413","DNAJB13"
"9414","UCP2"
"9415","UCP3"
"9416","C2CD3"
"9417","PPME1"
"9418","P4HA3"
"9419","PGM2L1"
"9420","KCNE3"
"9421","LIPT2"
"9422","POLD3"
"9423","CHRDL2"
"9424","RNF169"
"9425","XRRA1"
"9426","SPCS2"
"9427","NEU3"
"9428","SLCO2B1"
"9429","TPBGL"
"9430","ARRB1"
"9431","RPS3"
"9432","KLHL35"
"9433","GDPD5"
"9434","SERPINH1"
"9435","MAP6"
"9436","MOGAT2"
"9437","DGAT2"
"9438","UVRAG"
"9439","WNT11"
"9440","LRRC32"
"9441","TSKU"
"9442","ACER3"
"9443","CAPN5"
"9444","OMP"
"9445","MYO7A"
"9446","GDPD4"
"9447","PAK1"
"9448","CLNS1A"
"9449","AQP11"
"9450","RSF1"
"9451","AAMDC"
"9452","INTS4"
"9453","KCTD14"
"9454","THRSP"
"9455","NDUFC2"
"9456","ALG8"
"9457","KCTD21"
"9458","USP35"
"9459","GAB2"
"9460","NARS2"
"9461","TENM4"
"9462","FAM181B"
"9463","PRCP"
"9464","DDIAS"
"9465","RAB30"
"9466","PCF11"
"9467","ANKRD42"
"9468","CCDC90B"
"9469","DLG2"
"9470","TMEM126B"
"9471","TMEM126A"
"9472","CREBZF"
"9473","CCDC89"
"9474","SYTL2"
"9475","PICALM"
"9476","EED"
"9477","CCDC81"
"9478","ME3"
"9479","PRSS23"
"9480","FZD4"
"9481","TMEM135"
"9482","RAB38"
"9483","CTSC"
"9484","GRM5"
"9485","NOX4"
"9486","NAALAD2"
"9487","CHORDC1"
"9488","FAT3"
"9489","SLC36A4"
"9490","SMCO4"
"9491","TAF1D"
"9492","C11orf54"
"9493","MED17"
"9494","VSTM5"
"9495","HEPHL1"
"9496","PANX1"
"9497","GPR83"
"9498","ANKRD49"
"9499","FUT4"
"9500","PIWIL4"
"9501","AMOTL1"
"9502","CWC15"
"9503","KDM4D"
"9504","KDM4E"
"9505","SRSF8"
"9506","ENDOD1"
"9507","SESN3"
"9508","FAM76B"
"9509","CEP57"
"9510","MTMR2"
"9511","MAML2"
"9512","CCDC82"
"9513","JRKL"
"9514","CNTN5"
"9515","ARHGAP42"
"9516","TMEM133"
"9517","PGR"
"9518","TRPC6"
"9519","ANGPTL5"
"9520","C11orf70"
"9521","YAP1"
"9522","BIRC3"
"9523","BIRC2"
"9524","TMEM123"
"9525","MMP7"
"9526","MMP27"
"9527","MMP8"
"9528","MMP1"
"9529","MMP3"
"9530","MMP12"
"9531","DCUN1D5"
"9532","DYNC2H1"
"9533","PDGFD"
"9534","CASP4"
"9535","CASP5"
"9536","CASP1"
"9537","CARD16"
"9538","GRIA4"
"9539","MSANTD4"
"9540","KBTBD3"
"9541","AASDHPPT"
"9542","GUCY1A2"
"9543","CWF19L2"
"9544","ALKBH8"
"9545","ELMOD1"
"9546","SLN"
"9547","SLC35F2"
"9548","RAB39A"
"9549","CUL5"
"9550","ACAT1"
"9551","NPAT"
"9552","ATM"
"9553","C11orf65"
"9554","KDELC2"
"9555","EXPH5"
"9556","DDX10"
"9557","C11orf87"
"9558","ZC3H12C"
"9559","RDX"
"9560","FDX1"
"9561","ARHGAP20"
"9562","C11orf53"
"9563","COLCA2"
"9564","POU2AF1"
"9565","C11orf88"
"9566","LAYN"
"9567","SIK2"
"9568","PPP2R1B"
"9569","ALG9"
"9570","FDXACB1"
"9571","C11orf1"
"9572","CRYAB"
"9573","HSPB2"
"9574","C11orf52"
"9575","DIXDC1"
"9576","DLAT"
"9577","PIH1D2"
"9578","C11orf57"
"9579","TIMM8B"
"9580","SDHD"
"9581","IL18"
"9582","TEX12"
"9583","BCO2"
"9584","PTS"
"9585","NCAM1"
"9586","TTC12"
"9587","ANKK1"
"9588","DRD2"
"9589","TMPRSS5"
"9590","ZW10"
"9591","USP28"
"9592","HTR3A"
"9593","ZBTB16"
"9594","NNMT"
"9595","C11orf71"
"9596","RBM7"
"9597","REXO2"
"9598","NXPE1"
"9599","NXPE4"
"9600","NXPE2"
"9601","CADM1"
"9602","BUD13"
"9603","ZPR1"
"9604","APOA5"
"9605","APOA4"
"9606","APOC3"
"9607","APOA1"
"9608","SIK3"
"9609","PAFAH1B2"
"9610","SIDT2"
"9611","TAGLN"
"9612","PCSK7"
"9613","RNF214"
"9614","BACE1"
"9615","CEP164"
"9616","DSCAML1"
"9617","FXYD2"
"9618","FXYD6"
"9619","TMPRSS13"
"9620","IL10RA"
"9621","TMPRSS4"
"9622","SCN4B"
"9623","SCN2B"
"9624","MPZL3"
"9625","MPZL2"
"9626","CD3E"
"9627","CD3D"
"9628","CD3G"
"9629","UBE4A"
"9630","ATP5L"
"9631","KMT2A"
"9632","TTC36"
"9633","TMEM25"
"9634","IFT46"
"9635","ARCN1"
"9636","PHLDB1"
"9637","TREH"
"9638","DDX6"
"9639","CXCR5"
"9640","BCL9L"
"9641","UPK2"
"9642","CCDC84"
"9643","RPS25"
"9644","TRAPPC4"
"9645","SLC37A4"
"9646","HYOU1"
"9647","VPS11"
"9648","HMBS"
"9649","H2AFX"
"9650","DPAGT1"
"9651","C2CD2L"
"9652","HINFP"
"9653","ABCG4"
"9654","NLRX1"
"9655","PDZD3"
"9656","CCDC153"
"9657","CBL"
"9658","MCAM"
"9659","RNF26"
"9660","MFRP"
"9661","USP2"
"9662","THY1"
"9663","TRIM29"
"9664","OAF"
"9665","POU2F3"
"9666","TMEM136"
"9667","ARHGEF12"
"9668","GRIK4"
"9669","TBCEL"
"9670","TECTA"
"9671","SC5D"
"9672","SORL1"
"9673","UBASH3B"
"9674","CRTAM"
"9675","C11orf63"
"9676","HSPA8"
"9677","CLMP"
"9678","GRAMD1B"
"9679","SCN3B"
"9680","ZNF202"
"9681","VWA5A"
"9682","TBRG1"
"9683","SIAE"
"9684","SPA17"
"9685","NRGN"
"9686","VSIG2"
"9687","ESAM"
"9688","MSANTD2"
"9689","ROBO3"
"9690","ROBO4"
"9691","HEPACAM"
"9692","CCDC15"
"9693","SLC37A2"
"9694","TMEM218"
"9695","PKNOX2"
"9696","FEZ1"
"9697","EI24"
"9698","STT3A"
"9699","CHEK1"
"9700","ACRV1"
"9701","HYLS1"
"9702","PUS3"
"9703","DDX25"
"9704","CDON"
"9705","RPUSD4"
"9706","FAM118B"
"9707","FOXRED1"
"9708","TIRAP"
"9709","DCPS"
"9710","ST3GAL4"
"9711","KIRREL3"
"9712","ETS1"
"9713","FLI1"
"9714","KCNJ1"
"9715","KCNJ5"
"9716","C11orf45"
"9717","TP53AIP1"
"9718","ARHGAP32"
"9719","BARX2"
"9720","TMEM45B"
"9721","NFRKB"
"9722","PRDM10"
"9723","APLP2"
"9724","ST14"
"9725","ZBTB44"
"9726","ADAMTS8"
"9727","ADAMTS15"
"9728","SNX19"
"9729","NTM"
"9730","OPCML"
"9731","IGSF9B"
"9732","JAM3"
"9733","NCAPD3"
"9734","VPS26B"
"9735","THYN1"
"9736","ACAD8"
"9737","GLB1L3"
"9738","GLB1L2"
"9739","B3GAT1"
"9740","IQSEC3"
"9741","SLC6A12"
"9742","SLC6A13"
"9743","KDM5A"
"9744","CCDC77"
"9745","B4GALNT3"
"9746","NINJ2"
"9747","WNK1"
"9748","RAD52"
"9749","ERC1"
"9750","WNT5B"
"9751","FBXL14"
"9752","ADIPOR2"
"9753","CACNA2D4"
"9754","LRTM2"
"9755","DCP1B"
"9756","CACNA1C"
"9757","FKBP4"
"9758","ITFG2"
"9759","NRIP2"
"9760","FOXM1"
"9761","RHNO1"
"9762","TULP3"
"9763","TEAD4"
"9764","TSPAN9"
"9765","PRMT8"
"9766","CRACR2A"
"9767","PARP11"
"9768","CCND2"
"9769","C12orf4"
"9770","RAD51AP1"
"9771","DYRK4"
"9772","AKAP3"
"9773","NDUFA9"
"9774","GALNT8"
"9775","KCNA1"
"9776","KCNA5"
"9777","NTF3"
"9778","ANO2"
"9779","VWF"
"9780","CD9"
"9781","PLEKHG6"
"9782","TNFRSF1A"
"9783","SCNN1A"
"9784","LTBR"
"9785","CD27"
"9786","TAPBPL"
"9787","VAMP1"
"9788","MRPL51"
"9789","NCAPD2"
"9790","GAPDH"
"9791","IFFO1"
"9792","NOP2"
"9793","CHD4"
"9794","LPAR5"
"9795","ACRBP"
"9796","ING4"
"9797","ZNF384"
"9798","PIANP"
"9799","COPS7A"
"9800","MLF2"
"9801","PTMS"
"9802","LAG3"
"9803","CD4"
"9804","GPR162"
"9805","GNB3"
"9806","CDCA3"
"9807","USP5"
"9808","TPI1"
"9809","SPSB2"
"9810","LRRC23"
"9811","ENO2"
"9812","ATN1"
"9813","C12orf57"
"9814","PTPN6"
"9815","PHB2"
"9816","EMG1"
"9817","LPCAT3"
"9818","C1S"
"9819","C1R"
"9820","C1RL"
"9821","RBP5"
"9822","CLSTN3"
"9823","PEX5"
"9824","ACSM4"
"9825","CD163L1"
"9826","CD163"
"9827","GDF3"
"9828","NANOG"
"9829","SLC2A14"
"9830","SLC2A3"
"9831","FOXJ2"
"9832","C3AR1"
"9833","NECAP1"
"9834","CLEC4A"
"9835","FAM90A1"
"9836","CLEC4D"
"9837","CLEC4E"
"9838","AICDA"
"9839","MFAP5"
"9840","RIMKLB"
"9841","A2ML1"
"9842","PHC1"
"9843","M6PR"
"9844","KLRG1"
"9845","A2M"
"9846","PZP"
"9847","KLRB1"
"9848","CLEC2D"
"9849","CLECL1"
"9850","CD69"
"9851","KLRF1"
"9852","CLEC2B"
"9853","CLEC12A"
"9854","CLEC1B"
"9855","CLEC12B"
"9856","CLEC9A"
"9857","CLEC1A"
"9858","CLEC7A"
"9859","OLR1"
"9860","TMEM52B"
"9861","GABARAPL1"
"9862","KLRD1"
"9863","KLRK1"
"9864","KLRC4"
"9865","KLRC3"
"9866","KLRC2"
"9867","KLRC1"
"9868","EIF2S3L"
"9869","MAGOHB"
"9870","STYK1"
"9871","YBX3"
"9872","PRH1"
"9873","TAS2R10"
"9874","PRR4"
"9875","TAS2R13"
"9876","PRH2"
"9877","TAS2R14"
"9878","TAS2R50"
"9879","TAS2R20"
"9880","TAS2R19"
"9881","TAS2R31"
"9882","TAS2R46"
"9883","TAS2R43"
"9884","TAS2R30"
"9885","ETV6"
"9886","BCL2L14"
"9887","LRP6"
"9888","MANSC1"
"9889","DUSP16"
"9890","CREBL2"
"9891","GPR19"
"9892","CDKN1B"
"9893","APOLD1"
"9894","DDX47"
"9895","GPRC5A"
"9896","GPRC5D"
"9897","HEBP1"
"9898","GSG1"
"9899","EMP1"
"9900","GRIN2B"
"9901","ATF7IP"
"9902","PLBD1"
"9903","GUCY2C"
"9904","HIST4H4"
"9905","H2AFJ"
"9906","WBP11"
"9907","C12orf60"
"9908","SMCO3"
"9909","ART4"
"9910","MGP"
"9911","ERP27"
"9912","ARHGDIB"
"9913","RERG"
"9914","PTPRO"
"9915","EPS8"
"9916","STRAP"
"9917","DERA"
"9918","MGST1"
"9919","LMO3"
"9920","RERGL"
"9921","PIK3C2G"
"9922","PLEKHA5"
"9923","AEBP2"
"9924","PDE3A"
"9925","SLCO1C1"
"9926","SLCO1A2"
"9927","PYROXD1"
"9928","RECQL"
"9929","GOLT1B"
"9930","SPX"
"9931","GYS2"
"9932","LDHB"
"9933","KCNJ8"
"9934","ABCC9"
"9935","CMAS"
"9936","ST8SIA1"
"9937","C2CD5"
"9938","ETNK1"
"9939","SOX5"
"9940","BCAT1"
"9941","LRMP"
"9942","CASC1"
"9943","KRAS"
"9944","RASSF8"
"9945","BHLHE41"
"9946","SSPN"
"9947","ITPR2"
"9948","FGFR1OP2"
"9949","TM7SF3"
"9950","MED21"
"9951","C12orf71"
"9952","STK38L"
"9953","ARNTL2"
"9954","SMCO2"
"9955","PPFIBP1"
"9956","REP15"
"9957","MRPS35"
"9958","MANSC4"
"9959","KLHL42"
"9960","PTHLH"
"9961","CCDC91"
"9962","FAR2"
"9963","ERGIC2"
"9964","OVCH1"
"9965","TMTC1"
"9966","IPO8"
"9967","CAPRIN2"
"9968","TSPAN11"
"9969","DDX11"
"9970","FAM60A"
"9971","DENND5B"
"9972","AMN1"
"9973","H3F3C"
"9974","KIAA1551"
"9975","BICD1"
"9976","FGD4"
"9977","DNM1L"
"9978","YARS2"
"9979","PKP2"
"9980","SYT10"
"9981","ALG10"
"9982","ALG10B"
"9983","CPNE8"
"9984","KIF21A"
"9985","ABCD2"
"9986","SLC2A13"
"9987","LRRK2"
"9988","CNTN1"
"9989","PDZRN4"
"9990","GXYLT1"
"9991","YAF2"
"9992","PPHLN1"
"9993","ZCRB1"
"9994","PRICKLE1"
"9995","PUS7L"
"9996","IRAK4"
"9997","TWF1"
"9998","TMEM117"
"9999","NELL2"
"10000","DBX2"
"10001","ANO6"
"10002","ARID2"
"10003","SCAF11"
"10004","SLC38A1"
"10005","SLC38A2"
"10006","SLC38A4"
"10007","AMIGO2"
"10008","PCED1B"
"10009","RPAP3"
"10010","ENDOU"
"10011","RAPGEF3"
"10012","SLC48A1"
"10013","HDAC7"
"10014","VDR"
"10015","TMEM106C"
"10016","COL2A1"
"10017","SENP1"
"10018","PFKM"
"10019","ASB8"
"10020","CCDC184"
"10021","OR10AD1"
"10022","H1FNT"
"10023","ZNF641"
"10024","ANP32D"
"10025","C12orf54"
"10026","OR8S1"
"10027","KANSL2"
"10028","CCNT1"
"10029","ADCY6"
"10030","CACNB3"
"10031","DDX23"
"10032","RND1"
"10033","CCDC65"
"10034","FKBP11"
"10035","ARF3"
"10036","WNT10B"
"10037","WNT1"
"10038","DDN"
"10039","PRKAG1"
"10040","KMT2D"
"10041","RHEBL1"
"10042","DHH"
"10043","LMBR1L"
"10044","TUBA1B"
"10045","TUBA1A"
"10046","TUBA1C"
"10047","PRPH"
"10048","TROAP"
"10049","C1QL4"
"10050","DNAJC22"
"10051","SPATS2"
"10052","KCNH3"
"10053","MCRS1"
"10054","PRPF40B"
"10055","FAM186B"
"10056","FMNL3"
"10057","TMBIM6"
"10058","NCKAP5L"
"10059","BCDIN3D"
"10060","FAIM2"
"10061","AQP2"
"10062","AQP5"
"10063","AQP6"
"10064","RACGAP1"
"10065","ASIC1"
"10066","SMARCD1"
"10067","GPD1"
"10068","COX14"
"10069","CERS5"
"10070","LIMA1"
"10071","FAM186A"
"10072","LARP4"
"10073","DIP2B"
"10074","ATF1"
"10075","TMPRSS12"
"10076","METTL7A"
"10077","HIGD1C"
"10078","SLC11A2"
"10079","LETMD1"
"10080","CSRNP2"
"10081","TFCP2"
"10082","POU6F1"
"10083","DAZAP2"
"10084","SMAGP"
"10085","BIN2"
"10086","GALNT6"
"10087","SLC4A8"
"10088","SCN8A"
"10089","ANKRD33"
"10090","ACVRL1"
"10091","ACVR1B"
"10092","GRASP"
"10093","NR4A1"
"10094","ATG101"
"10095","KRT80"
"10096","KRT7"
"10097","KRT86"
"10098","KRT81"
"10099","KRT83"
"10100","KRT85"
"10101","KRT6B"
"10102","KRT6C"
"10103","KRT6A"
"10104","KRT5"
"10105","KRT71"
"10106","KRT74"
"10107","KRT72"
"10108","KRT73"
"10109","KRT2"
"10110","KRT1"
"10111","KRT77"
"10112","KRT3"
"10113","KRT4"
"10114","KRT79"
"10115","KRT78"
"10116","KRT8"
"10117","KRT18"
"10118","EIF4B"
"10119","SPRYD3"
"10120","IGFBP6"
"10121","SOAT2"
"10122","CSAD"
"10123","ZNF740"
"10124","ITGB7"
"10125","RARG"
"10126","MFSD5"
"10127","ESPL1"
"10128","PFDN5"
"10129","C12orf10"
"10130","AAAS"
"10131","SP7"
"10132","SP1"
"10133","AMHR2"
"10134","PRR13"
"10135","PCBP2"
"10136","MAP3K12"
"10137","TARBP2"
"10138","NPFF"
"10139","ATF7"
"10140","ATP5G2"
"10141","CALCOCO1"
"10142","HOXC13"
"10143","HOXC12"
"10144","HOXC11"
"10145","HOXC10"
"10146","HOXC6"
"10147","HOXC9"
"10148","HOXC8"
"10149","HOXC5"
"10150","HOXC4"
"10151","SMUG1"
"10152","CBX5"
"10153","HNRNPA1"
"10154","NFE2"
"10155","COPZ1"
"10156","GPR84"
"10157","ZNF385A"
"10158","ITGA5"
"10159","GTSF1"
"10160","NCKAP1L"
"10161","PDE1B"
"10162","PPP1R1A"
"10163","DCD"
"10164","MUCL1"
"10165","TESPA1"
"10166","METTL7B"
"10167","ITGA7"
"10168","BLOC1S1"
"10169","RDH5"
"10170","CD63"
"10171","GDF11"
"10172","SARNP"
"10173","ORMDL2"
"10174","DNAJC14"
"10175","MMP19"
"10176","DGKA"
"10177","PMEL"
"10178","CDK2"
"10179","RAB5B"
"10180","SUOX"
"10181","IKZF4"
"10182","RPS26"
"10183","ERBB3"
"10184","PA2G4"
"10185","ZC3H10"
"10186","ESYT1"
"10187","MYL6B"
"10188","MYL6"
"10189","SMARCC2"
"10190","RNF41"
"10191","NABP2"
"10192","SLC39A5"
"10193","ANKRD52"
"10194","COQ10A"
"10195","CS"
"10196","CNPY2"
"10197","PAN2"
"10198","IL23A"
"10199","STAT2"
"10200","APOF"
"10201","TIMELESS"
"10202","MIP"
"10203","SPRYD4"
"10204","GLS2"
"10205","RBMS2"
"10206","BAZ2A"
"10207","ATP5B"
"10208","PTGES3"
"10209","NACA"
"10210","PRIM1"
"10211","HSD17B6"
"10212","SDR9C7"
"10213","RDH16"
"10214","GPR182"
"10215","ZBTB39"
"10216","TAC3"
"10217","MYO1A"
"10218","NAB2"
"10219","STAT6"
"10220","LRP1"
"10221","NXPH4"
"10222","SHMT2"
"10223","NDUFA4L2"
"10224","STAC3"
"10225","R3HDM2"
"10226","INHBC"
"10227","INHBE"
"10228","GLI1"
"10229","ARHGAP9"
"10230","MARS"
"10231","DDIT3"
"10232","MBD6"
"10233","DCTN2"
"10234","KIF5A"
"10235","PIP4K2C"
"10236","DTX3"
"10237","ARHGEF25"
"10238","SLC26A10"
"10239","B4GALNT1"
"10240","OS9"
"10241","AGAP2"
"10242","TSPAN31"
"10243","CDK4"
"10244","MARCH9"
"10245","CYP27B1"
"10246","METTL1"
"10247","METTL21B"
"10248","TSFM"
"10249","AVIL"
"10250","CTDSP2"
"10251","LRIG3"
"10252","SLC16A7"
"10253","FAM19A2"
"10254","USP15"
"10255","MON2"
"10256","PPM1H"
"10257","AVPR1A"
"10258","DPY19L2"
"10259","TMEM5"
"10260","SRGAP1"
"10261","C12orf66"
"10262","C12orf56"
"10263","XPOT"
"10264","TBK1"
"10265","RASSF3"
"10266","GNS"
"10267","TBC1D30"
"10268","WIF1"
"10269","LEMD3"
"10270","MSRB3"
"10271","HMGA2"
"10272","LLPH"
"10273","TMBIM4"
"10274","IRAK3"
"10275","HELB"
"10276","GRIP1"
"10277","CAND1"
"10278","DYRK2"
"10279","IFNG"
"10280","MDM1"
"10281","RAP1B"
"10282","NUP107"
"10283","SLC35E3"
"10284","MDM2"
"10285","CPM"
"10286","CPSF6"
"10287","LYZ"
"10288","YEATS4"
"10289","FRS2"
"10290","CCT2"
"10291","BEST3"
"10292","RAB3IP"
"10293","MYRFL"
"10294","CNOT2"
"10295","KCNMB4"
"10296","PTPRB"
"10297","PTPRR"
"10298","TSPAN8"
"10299","LGR5"
"10300","ZFC3H1"
"10301","THAP2"
"10302","TMEM19"
"10303","RAB21"
"10304","TBC1D15"
"10305","TRHDE"
"10306","ATXN7L3B"
"10307","KCNC2"
"10308","CAPS2"
"10309","GLIPR1L1"
"10310","GLIPR1L2"
"10311","GLIPR1"
"10312","KRR1"
"10313","PHLDA1"
"10314","NAP1L1"
"10315","BBS10"
"10316","OSBPL8"
"10317","ZDHHC17"
"10318","CSRP2"
"10319","E2F7"
"10320","NAV3"
"10321","SYT1"
"10322","PAWR"
"10323","PPP1R12A"
"10324","OTOGL"
"10325","PTPRQ"
"10326","MYF6"
"10327","LIN7A"
"10328","ACSS3"
"10329","PPFIA2"
"10330","CCDC59"
"10331","METTL25"
"10332","TMTC2"
"10333","SLC6A15"
"10334","TSPAN19"
"10335","LRRIQ1"
"10336","ALX1"
"10337","RASSF9"
"10338","NTS"
"10339","MGAT4C"
"10340","C12orf50"
"10341","C12orf29"
"10342","CEP290"
"10343","TMTC3"
"10344","KITLG"
"10345","DUSP6"
"10346","POC1B"
"10347","GALNT4"
"10348","ATP2B1"
"10349","LUM"
"10350","DCN"
"10351","BTG1"
"10352","PLEKHG7"
"10353","EEA1"
"10354","NUDT4"
"10355","UBE2N"
"10356","MRPL42"
"10357","SOCS2"
"10358","CRADD"
"10359","PLXNC1"
"10360","CEP83"
"10361","TMCC3"
"10362","NDUFA12"
"10363","NR2C1"
"10364","FGD6"
"10365","VEZT"
"10366","METAP2"
"10367","USP44"
"10368","NTN4"
"10369","SNRPF"
"10370","CCDC38"
"10371","AMDHD1"
"10372","HAL"
"10373","LTA4H"
"10374","ELK3"
"10375","CDK17"
"10376","NEDD1"
"10377","TMPO"
"10378","SLC25A3"
"10379","IKBIP"
"10380","APAF1"
"10381","ANKS1B"
"10382","UHRF1BP1L"
"10383","ACTR6"
"10384","DEPDC4"
"10385","SCYL2"
"10386","NR1H4"
"10387","GAS2L3"
"10388","ANO4"
"10389","SLC5A8"
"10390","UTP20"
"10391","ARL1"
"10392","MYBPC1"
"10393","CHPT1"
"10394","SYCP3"
"10395","GNPTAB"
"10396","DRAM1"
"10397","NUP37"
"10398","PARPBP"
"10399","IGF1"
"10400","PAH"
"10401","ASCL1"
"10402","C12orf42"
"10403","STAB2"
"10404","NT5DC3"
"10405","HSP90B1"
"10406","C12orf73"
"10407","TDG"
"10408","GLT8D2"
"10409","HCFC2"
"10410","NFYB"
"10411","TXNRD1"
"10412","EID3"
"10413","CHST11"
"10414","SLC41A2"
"10415","C12orf45"
"10416","ALDH1L2"
"10417","APPL2"
"10418","C12orf75"
"10419","NUAK1"
"10420","CKAP4"
"10421","TCP11L2"
