,0,100recon _recon 10recon _recon 1000,100recon _recon 20recon _recon 1000,200recon _recon 10recon _recon 1000,200recon _recon 20recon _recon 1000
3934,RTP2,0.3413589,0.33999464,0.14103673,0.33909294
3935,BCL6,0.69709516,0.82790744,0.8059848,0.8199823
3936,LPP,0.69788104,0.80741554,0.8030529,5.434299
3937,TPRG1,0.6053045,4.5031867,0.6151339,0.6400697
3938,TP63,0.5809643,0.6018228,0.5896741,0.71981645
3939,CLDN1,0.6410139,2.0785267,0.6538451,5.204976
3940,CLDN16,0.36539453,0.6650074,0.3714971,0.39288804
3941,IL1RAP,0.655071,5.535125,0.6743141,0.8113383
3942,GMNC,0.24089599,1.0033576,0.2841818,0.33262953
3943,OSTN,0.33648175,0.36370674,0.34150892,0.6491924
3944,UTS2B,0.4166557,2.2531683,0.42273554,2.25573
3945,CCDC50,0.69639295,0.80122423,0.7701633,0.7937854
3946,FGF12,0.60247433,0.63154286,0.6161482,0.63469553
3947,MB21D2,0.6359498,0.6683479,0.6500371,0.6956103
3948,HRASLS,0.5241031,3.3517845,0.53256994,0.5607425
3949,ATP13A5,0.40357348,2.1362057,2.1419916,0.42309248
3950,ATP13A4,0.5788135,2.6180573,0.58642316,0.62157714
3951,OPA1,0.6933385,0.79114693,0.74212307,0.7696171
3952,HES1,0.68671405,0.7604332,0.7186982,0.81330925
3953,CPN2,0.270396,1.1767508,0.32381722,0.36056778
3954,LRRC15,0.47810233,2.8301487,0.48487514,2.8417711
3955,GP5,0.3451277,1.6797348,1.6829392,0.7216486
3956,ATP13A3,0.6956129,0.7597522,0.7607438,0.83737725
3957,TMEM44,0.6574068,0.74396324,0.6759357,0.70833075
3958,LSG1,0.6861926,0.7569148,0.72319514,6.6222377
3959,FAM43A,0.6661444,0.7786114,0.68318886,0.76933545
3960,XXYLT1,0.65516406,0.69073987,0.67525023,5.54576
3961,ACAP2,0.6908024,6.8834724,0.7318391,5.7549615
3962,PPP1R2,0.69112134,0.8420197,0.7481848,0.78019726
3963,APOD,0.69705594,0.7801788,0.8377563,0.92460704
3964,MUC20,0.6448777,0.68213975,0.6608923,5.2934465
3965,MUC4,0.5501435,3.6778243,0.5582393,3.6746368
3966,TNK2,0.69751114,0.7661825,0.7902629,0.8059728
3967,TFRC,0.69538647,0.79854774,0.7499875,0.79611665
3968,ZDHHC19,0.44519636,2.34221,0.45244583,0.5000036
3969,SLC51A,0.60605955,0.6443823,0.6179467,0.6383934
3970,PCYT1A,0.69516903,0.763767,0.78028274,1.6302217
3971,TCTEX1D2,0.6106366,0.632193,4.5986376,4.5987725
3972,TM4SF19,0.33698934,0.43393642,0.38949996,0.39519593
3973,UBXN7,0.69239974,0.762524,0.7388901,0.79954
3974,RNF168,0.6794183,0.7394382,0.70793605,6.2906175
3975,SMCO1,0.32664132,1.5544953,0.38430738,0.92537063
3976,WDR53,0.63432086,0.6620778,0.64871556,5.040745
3977,FBXO45,0.6677556,5.90756,0.6938324,0.7789471
3978,NRROS,0.62075377,0.65126723,0.63506293,0.6544115
3979,CEP19,0.5971701,4.367764,0.6089803,0.62967455
3980,PIGX,0.67141384,0.7249457,0.6960799,0.7497802
3981,PAK2,0.69553035,0.7759435,0.7489206,0.82860285
3982,SENP5,0.6891131,0.767174,0.7332636,0.88256073
3983,NCBP2,0.69283134,0.7664229,0.73759145,7.0274224
3984,PIGZ,0.6513194,0.69449115,0.67196274,0.6896458
3985,DLG1,0.69351923,0.7632642,0.7465841,0.7755766
3986,BDH1,0.67158294,0.73489195,0.699619,1.6436632
3987,FYTTD1,0.69412136,0.78763795,0.74394417,0.8255289
3988,LRCH3,0.6904037,0.75205314,0.72898054,1.0970656
3989,IQCG,0.6427868,0.66795087,0.6611678,5.241976
3990,RPL35A,0.6937854,0.8720618,0.8286602,0.89376694
3991,LMLN,0.6582689,0.7225525,0.69740206,0.69878364
3992,ZNF595,0.64569914,0.6734689,0.6612949,0.7394664
3993,ZNF718,0.6199094,4.769299,0.63230133,0.65585864
3994,ZNF732,0.4651821,2.7083921,0.4750377,0.48485735
3995,ZNF141,0.6528566,5.491024,0.67175746,0.70166373
3996,ZNF721,0.6728086,6.0705,0.6940449,0.72281206
3997,PIGG,0.68725973,0.7568723,0.7244754,1.3348887
3998,PDE6B,0.58599776,0.6152976,0.5981992,0.6100328
3999,ATP5I,0.6766593,6.215597,0.7009264,0.7556013
4000,MYL5,0.6643219,0.72055155,0.6873708,5.801539
4001,MFSD7,0.64659584,5.328768,0.6618386,0.9101944
4002,PCGF3,0.69628894,2.8189082,0.78011465,0.802333
4003,CPLX1,0.6579787,5.6225767,0.6784201,0.6960625
4004,GAK,0.6991024,0.77173704,0.8448714,7.6531277
4005,TMEM175,0.6863246,0.8003822,0.73115706,0.79417443
4006,DGKQ,0.6850555,0.74430203,0.7293082,6.5630846
4007,SLC26A1,0.60668015,4.3463736,0.62011015,0.64420104
4008,IDUA,0.6729289,0.72106624,0.6965081,0.7280642
4009,FGFRL1,0.6881023,0.74807,0.72757846,0.8133696
4010,RNF212,0.59487814,0.7216059,0.6064137,0.62151724
4011,SPON2,0.6846272,0.8442741,0.72653353,0.8126052
4012,CTBP1,0.6978775,0.78824663,0.8007452,0.79465175
4013,MAEA,0.695157,0.790594,0.75496453,5.202158
4014,UVSSA,0.6800018,0.7491156,0.7057153,6.335012
4015,CRIPAK,0.68366617,6.499523,0.7118273,0.7893266
4016,FAM53A,0.57523435,4.0241623,0.58635014,4.0260687
4017,SLBP,0.6858315,0.74902505,0.7166106,6.596491
4018,TMEM129,0.6939899,0.8142857,0.7428085,7.054323
4019,TACC3,0.6536157,5.4727077,0.6706459,0.780753
4020,FGFR3,0.6685725,0.8714448,0.68955684,0.7278643
4021,LETM1,0.69086546,0.7558774,0.7344614,6.8910594
4022,NELFA,0.6851269,0.74737763,0.7208035,6.580009
4023,C4orf48,0.57215923,0.63144326,0.5828891,3.9777303
4024,NAT8L,0.6287431,4.9369774,0.6412451,4.935138
4025,POLN,0.5819276,0.6696423,0.5936688,4.1229725
4026,HAUS3,0.6661662,5.404999,0.68428504,0.7131331
4027,MXD4,0.69711715,0.85441506,0.78406066,2.46137
4028,ZFYVE28,0.67058265,0.7107638,0.6978958,0.72571117
4029,CFAP99,0.42735362,0.43457735,0.43651563,0.45333582
4030,RNF4,0.69376093,0.82349735,0.7635193,0.7733193
4031,FAM193A,0.69021744,3.2368255,0.728821,0.7741711
4032,TNIP2,0.68454593,6.538447,0.7175316,2.653282
4033,SH3BP2,0.69554067,0.78815496,0.7681706,7.2890844
4034,ADD1,0.69659114,0.80256605,0.81550926,0.93496346
4035,MFSD10,0.6938741,0.88802505,0.7468034,0.81555367
4036,NOP14,0.6835067,0.7355091,0.7140231,0.773576
4037,GRK4,0.632201,5.014857,0.6478497,0.66923684
4038,HTT,0.69724154,0.8113231,0.8071233,0.8480615
4039,MSANTD1,0.5453068,3.612582,0.5540436,0.95843536
4040,RGS12,0.68884695,0.74891484,0.74679255,0.7822169
4041,HGFAC,0.4928742,0.5036954,0.5036251,0.78197294
4042,DOK7,0.5691809,0.5977377,0.5806814,3.9321856
4043,LRPAP1,0.69773215,0.79442525,0.85936326,0.7836612
4044,ADRA2C,0.6328682,5.018214,0.648617,0.6763781
4045,OTOP1,0.122104235,0.39706853,0.13934799,0.39781904
4046,TMEM128,0.668393,0.7679093,0.6852852,0.7245941
4047,LYAR,0.659573,0.7575003,0.6771051,5.659502
4048,ZBTB49,0.6361582,5.09475,0.65409535,0.6807857
4049,NSG1,0.63186306,5.00828,0.6458494,0.73405427
4050,STX18,0.6806759,4.043669,0.7139685,0.7592798
4051,MSX1,0.62782955,4.917597,0.6418767,4.918333
4052,CYTL1,0.5548193,0.5880637,3.7385516,3.7410321
4053,STK32B,0.5988256,0.63465667,0.61031675,0.63496673
4054,EVC2,0.63621837,0.67642134,0.64966315,0.752208
4055,EVC,0.6692288,0.7064494,0.6903541,5.950193
4056,CRMP1,0.67156863,0.7350864,0.69363165,6.037855
4057,C4orf50,0.436412,2.2652204,0.44585738,0.46987697
4058,JAKMIP1,0.5328996,3.4527895,0.5422487,1.1149808
4059,WFS1,0.6964555,0.7685927,0.76368785,0.77571654
4060,PPP2R2C,0.62298423,0.65571743,0.6371286,4.8345942
4061,MAN2B2,0.6945919,0.76494396,0.7465742,0.77191967
4062,MRFAP1,0.69538087,0.7956788,0.8637837,1.1208996
4063,S100P,0.5630332,3.8380644,0.57376075,2.6776319
4064,MRFAP1L1,0.6917231,0.77922434,0.7373941,0.8308359
4065,BLOC1S4,0.6518729,0.7215343,0.6686085,5.46212
4066,KIAA0232,0.6950631,0.75233597,0.7469173,0.7902811
4067,TBC1D14,0.67647266,0.73340523,0.70199007,0.76260906
4068,CCDC96,0.56006324,3.8087091,0.570906,0.58682245
4069,TADA2B,0.6874315,0.7988148,0.72851306,0.76662534
4070,GRPEL1,0.6830194,0.7661904,0.72397864,0.7675998
4071,SORCS2,0.6435759,0.67196304,0.6579824,0.81698906
4072,PSAPL1,0.40728912,0.42170298,0.41120952,0.4299691
4073,AFAP1,0.6856942,0.78131175,0.71935594,0.7732428
4074,ABLIM2,0.6631428,4.5640497,0.68335205,5.760034
4075,SH3TC1,0.6690179,5.9393444,0.6946682,0.732085
4076,HTRA3,0.6714203,0.7210649,0.69317305,0.96659404
4077,ACOX3,0.67040294,2.2472186,0.69321424,0.7323055
4078,TRMT44,0.66240615,1.0089166,0.684861,5.747324
4079,GPR78,0.2478399,1.0413078,0.24948294,0.4567798
4080,CPZ,0.3314193,1.0929116,1.5838217,1.5817429
4081,HMX1,0.26085377,1.1151562,0.26818475,1.1165495
4082,SLC2A9,0.6089575,4.56354,0.62261105,4.563894
4083,DRD5,0.24957307,1.047977,0.2857244,0.57900566
4084,WDR1,0.69536614,0.82371354,0.8577651,0.872878
4085,ZNF518B,0.6699355,4.038103,0.6910379,0.9276832
4086,CLNK,0.35471168,0.38905835,0.36037162,1.2401927
4087,HS3ST1,0.6130323,4.6479335,0.6253648,0.65037864
4088,RAB28,0.6717648,6.034293,0.6915748,0.7690636
4089,NKX3-2,0.39870766,0.7133416,0.4055943,0.41820398
4090,BOD1L1,0.6943845,0.8211312,0.74512553,0.79476416
4091,CPEB2,0.6878649,6.667516,0.7205719,6.6688185
4092,C1QTNF7,0.6193771,4.757761,0.6309692,0.651434
4093,CC2D2A,0.66061246,0.74244916,0.68017465,1.8816772
4094,FBXL5,0.6970622,0.81725836,0.7907979,0.8113649
4095,FAM200B,0.67805153,0.73012316,0.70509136,0.770634
4096,BST1,0.6239396,0.6573498,0.6374153,0.6616382
4097,CD38,0.6261074,0.6683558,0.64205426,0.6789545
4098,FGFBP1,0.4389049,0.46997732,0.44195503,0.46533802
4099,FGFBP2,0.561989,3.824355,0.57045,2.3964775
4100,PROM1,0.5798632,4.095473,0.59236735,0.6625077
4101,TAPT1,0.68596643,6.6160665,0.71959466,6.616511
4102,LDB2,0.67592543,0.72073627,0.7007055,0.7582848
4103,QDPR,0.6872395,6.681258,0.7212871,6.6797347
4104,LAP3,0.69350934,4.389517,0.7961639,0.77213645
4105,MED28,0.69276583,0.75747204,0.7602275,0.7778627
4106,FAM184B,0.43052372,2.372839,0.4383254,1.764654
4107,DCAF16,0.68494105,6.5645804,0.7187713,1.1680759
4108,NCAPG,0.52073187,0.54602754,0.52980715,3.3054974
4109,LCORL,0.64691055,0.69160485,0.66222996,0.7154807
4110,SLIT2,0.6753243,0.73913383,0.69564885,6.1113315
4111,PACRGL,0.65218115,0.69439816,0.67014354,5.468133
4112,KCNIP4,0.5777087,4.0631757,0.5887549,0.6342488
4113,PPARGC1A,0.6602854,0.7378673,0.67827594,5.685659
4114,DHX15,0.69723254,0.8186536,0.7883561,0.9203452
4115,SOD3,0.6923018,0.7656262,0.74978936,6.9940867
4116,CCDC149,0.6747416,0.71344125,0.7019518,0.8328649
4117,LGI2,0.61530244,0.6458715,0.62839234,4.437363
4118,SEPSECS,0.66696846,0.706387,0.6873185,5.881738
4119,PI4K2B,0.66513216,0.70491755,0.68546855,5.823955
4120,ZCCHC4,0.6463094,0.7668536,0.66179484,5.3252473
4121,ANAPC4,0.6845007,6.5134044,0.70883304,0.75991684
4122,SLC34A2,0.4983102,0.5156732,0.50434256,0.5179468
4123,SEL1L3,0.67021155,0.716418,0.69041806,3.1446114
4124,SMIM20,0.66801214,5.902295,0.6891869,5.9018774
4125,RBPJ,0.697232,0.7844639,0.79345244,0.80711657
4126,CCKAR,0.19251622,0.7334777,0.22373424,0.73285687
4127,TBC1D19,0.62638974,4.751238,0.64169055,4.892197
4128,STIM2,0.68239224,0.75942343,0.70937514,6.4005294
4129,PCDH7,0.6540253,0.6988457,0.6707748,5.515669
4130,ARAP2,0.670591,0.71467835,0.6931234,0.74365664
4131,DTHD1,0.42868894,1.7436717,0.43501574,2.3575716
4132,NWD2,0.41595605,0.43588778,0.42725566,2.2479482
4133,C4orf19,0.5233596,3.3355303,0.5314738,0.5625419
4134,RELL1,0.6147019,0.65684754,0.62695396,0.6452249
4135,PGM2,0.6762852,0.7338112,0.6994623,6.1926565
4136,TBC1D1,0.6956809,0.78022355,0.7690631,0.90153706
4137,PTTG2,0.35665226,1.7645018,0.3611035,1.7675874
4138,KLF3,0.6946669,0.7693948,0.76264554,0.77754307
4139,TLR10,0.473095,0.48783186,0.48214075,2.7853355
4140,TLR1,0.60637,4.5182123,0.6192485,0.67568916
4141,TLR6,0.59333235,3.6013129,0.60499567,0.6587751
4142,FAM114A1,0.6863498,6.621807,0.72058487,0.8042149
4143,TMEM156,0.4487904,0.47838932,0.45834276,2.5461388
4144,KLHL5,0.67840374,1.1155524,0.7040504,0.8013622
4145,WDR19,0.68489766,0.74982315,0.72012025,6.575636
4146,RFC1,0.6906139,0.9220725,0.72658896,0.78378206
4147,KLB,0.5099184,0.5246193,3.1802235,3.1810026
4148,RPL9,0.6886504,0.8743898,0.8490068,0.8881037
4149,LIAS,0.6608839,5.7065344,0.6782609,0.7083773
4150,UGDH,0.68027496,0.74559397,0.70149165,0.75512815
4151,SMIM14,0.69260883,7.0153413,0.75673544,0.9300759
4152,UBE2K,0.6943414,0.77122337,0.77289826,0.82324344
4153,PDS5A,0.69600576,5.40093,0.76268566,2.1296403
4154,N4BP2,0.6513684,2.4180434,0.66976964,5.4248652
4155,RHOH,0.5533346,3.709718,0.56344557,3.7154791
4156,CHRNA9,0.19900057,0.7641397,0.7682895,0.7697177
4157,RBM47,0.6563207,0.69354963,0.67339224,0.76504487
4158,NSUN7,0.5993007,3.3773043,0.61029834,0.6303049
4159,APBB2,0.692131,0.8803961,0.7424708,0.7876947
4160,UCHL1,0.6776409,6.257438,0.7005838,0.756263
4161,LIMCH1,0.69486445,0.7914969,0.74913394,0.80681616
4162,PHOX2B,0.17141202,0.6299384,0.1935123,0.6295896
4163,TMEM33,0.68572485,0.7434507,0.71997845,0.8757341
4164,DCAF4L1,0.5358217,3.4904783,0.5453356,3.489843
4165,SLC30A9,0.6929749,6.99081,0.73855597,0.7894738
4166,BEND4,0.45754692,0.47328717,0.46675125,2.6334596
4167,SHISA3,0.57245475,3.9872005,0.5835073,3.984383
4168,ATP8A1,0.68681884,0.73957556,0.7362608,0.75259525
4169,KCTD8,0.49052396,2.526472,0.4989098,2.9642704
4170,YIPF7,0.3377959,0.38982698,0.35843763,0.45997348
4171,GUF1,0.67784333,0.79279923,0.71318054,6.263898
4172,GNPDA2,0.67120004,4.0572605,0.6952627,6.015517
4173,GABRG1,0.42645207,2.3424785,0.43555453,0.48146418
4174,GABRA2,0.533907,0.57122684,0.54292583,0.55842483
4175,COX7B2,0.25677162,0.2581743,0.11009719,0.2573008
4176,GABRA4,0.46238443,0.4856491,0.4701628,0.48992336
4177,GABRB1,0.3151238,1.4720743,0.37330827,1.4719957
4178,COMMD8,0.655777,0.70935535,0.67397386,5.5610824
4179,ATP10D,0.6809932,6.3834405,0.7026703,0.89917785
4180,CORIN,0.5667807,0.59698296,0.5749842,3.8930502
4181,NFXL1,0.6557257,0.68756557,0.672833,3.5715857
4182,NIPAL1,0.5529255,2.201309,0.56289,0.5952735
4183,CNGA1,0.5216011,3.319066,0.53121,3.3223732
4184,TXK,0.5329664,0.5845571,0.54331356,0.5596597
4185,TEC,0.60083455,0.6260228,0.61189485,1.0402075
4186,SLAIN2,0.6922254,6.9928555,0.7588055,0.76979905
4187,SLC10A4,0.4530308,0.46643293,0.46059117,2.5893838
4188,ZAR1,0.17558792,0.6468773,0.20365259,0.64812464
4189,FRYL,0.69343585,0.78181154,0.75017595,0.88150877
4190,OCIAD1,0.6967404,0.7787975,0.78214467,0.80454373
4191,OCIAD2,0.65455055,0.6925234,0.67673165,0.70748305
4192,CWH43,0.38447824,0.4542587,0.39223552,0.40771013
4193,DCUN1D4,0.6908972,0.74853677,0.75877213,0.78433716
4194,LRRC66,0.5490867,3.6641116,0.55980104,3.6652899
4195,SGCB,0.6914017,6.945425,0.73827404,6.93332
4196,SPATA18,0.6285793,4.936419,0.6407486,0.68089867
4197,USP46,0.6808828,6.374466,0.71314996,6.3730946
4198,ERVMER34-1,0.45695066,2.6279294,0.46511808,0.69298303
4199,RASL11B,0.59483314,4.326322,0.6076679,4.3272133
4200,SCFD2,0.65871274,0.85939467,0.67874986,5.642507
4201,FIP1L1,0.682635,0.73083735,0.71632826,0.7451766
4202,LNX1,0.63901716,0.6656192,0.6539804,5.1577144
4203,CHIC2,0.6582995,0.6940055,0.67994845,5.6221385
4204,GSX2,0.2215572,0.53244513,0.22393912,0.484685
4205,PDGFRA,0.6956756,0.7822492,0.7487616,0.78775126
4206,KIT,0.6641449,0.6850954,0.6871232,1.194825
4207,KDR,0.67886585,6.2835374,0.69930816,6.2830296
4208,SRD5A3,0.6546894,5.5310793,0.6728686,4.6819615
4209,TMEM165,0.6919205,6.9816585,0.7450234,0.9466968
4210,CLOCK,0.68668795,0.761029,0.735907,6.6511383
4211,PDCL2,0.1406282,0.4863997,0.4822694,0.48419958
4212,NMU,0.3753114,1.3714164,0.3783189,0.53237945
4213,EXOC1,0.69031876,3.189992,0.7284049,6.8434696
4214,CEP135,0.6458962,0.69096625,0.6607073,5.3117914
4215,KIAA1211,0.5542316,3.724561,0.5638663,3.7271547
4216,AASDH,0.65941846,5.656492,0.67815316,5.657776
4217,PPAT,0.6457965,0.67910594,0.6606125,5.2884946
4218,PAICS,0.69177794,5.332712,0.7682714,0.81659436
4219,SRP72,0.6942249,0.7743202,0.7353326,7.152239
4220,ARL9,0.46481207,2.7011461,0.47169727,0.4802999
4221,THEGL,0.2500987,1.0526952,1.0485861,0.3193182
4222,HOPX,0.6736144,0.8020534,0.7020185,0.87568676
4223,SPINK2,0.3590483,1.7812903,0.3702501,0.40148938
4224,REST,0.67929864,0.75232875,0.7161069,1.0727546
4225,NOA1,0.6741779,0.8536878,0.7079082,6.1201572
4226,POLR2B,0.6953215,0.79118943,0.76295257,4.7678456
4227,IGFBP7,0.6966448,0.7900785,0.8199985,0.81687045
4228,TECRL,0.35713175,1.7757049,0.36057273,1.7650893
4229,EPHA5,0.48351246,0.4951225,0.4928396,2.897879
4230,CENPC,0.6762464,0.78234833,0.69879055,0.76274323
4231,STAP1,0.40924823,2.186702,0.4165651,0.4633244
4232,UBA6,0.68895483,0.78738666,0.72855836,0.8214674
4233,GNRHR,0.35086504,1.7249101,0.35635138,0.6740457
4234,TMPRSS11D,0.2850281,1.2704533,0.28947502,1.1940222
4235,TMPRSS11A,0.25299534,1.0762076,0.26050174,1.0699807
4236,TMPRSS11F,0.2508666,1.0577694,0.25076523,0.4059497
4237,TMPRSS11B,0.31578827,1.4809976,0.32618546,1.4717917
4238,YTHDC1,0.69646955,0.814711,0.7762024,0.79101884
4239,TMPRSS11E,0.32984194,1.5752645,0.3366543,0.71769965
4240,UGT2B17,0.26423076,1.1390418,0.27449617,1.1464695
4241,UGT2B15,0.22806089,0.9250838,0.23574758,0.58308655
4242,UGT2B10,0.12625827,0.4135691,0.15447947,0.4173535
4243,UGT2A3,0.19963789,0.7741095,0.20451379,0.7784131
4244,UGT2B7,0.25768316,0.63429993,0.26243022,1.1018968
4245,UGT2B11,0.1354919,0.46175945,0.46186474,0.46422386
4246,UGT2B28,0.08249435,0.22566652,0.10165791,0.22618675
4247,UGT2B4,0.24137545,1.0006284,0.28444275,0.5370794
4248,UGT2A1,0.14796644,0.5158014,0.18900897,0.51989204
4249,SULT1B1,0.56974655,2.3934028,0.5817718,0.6997319
4250,SULT1E1,0.37743866,1.927102,0.38242128,0.42911634
4251,CSN1S1,0.20834677,0.8151882,0.8109783,0.8124235
4252,CSN2,0.06945701,0.17332162,0.0948238,0.17517054
4253,STATH,0.117801934,0.37798926,0.13556476,0.38168457
4254,HTN1,0.081800975,0.08119572,0.08355523,0.08166961
4255,PRR27,0.10239355,0.3190999,0.3208779,0.32087734
4256,ODAM,0.27787924,1.2201312,0.28272218,1.2246366
4257,FDCSP,0.25111163,0.50677556,0.25884938,1.061292
4258,CSN3,0.24587795,0.24353044,0.24576685,0.24480309
4259,CABS1,0.13473786,0.45528093,0.45225483,0.4540702
4260,SMR3B,0.14112669,0.4744321,0.15557319,0.47726393
4261,MUC7,0.4006836,2.1143293,0.4076083,2.1205285
4262,AMTN,0.11238517,0.3515196,0.3559948,0.3523546
4263,AMBN,0.12646787,0.4136162,0.16375189,0.4149932
4264,ENAM,0.37775645,0.4143842,0.3911013,0.42741647
4265,UTP3,0.675274,0.7356001,0.69700176,6.1509266
4266,RUFY3,0.69408864,0.7580273,0.7490249,0.8580337
4267,GRSF1,0.69558066,7.338247,0.75761,0.79276955
4268,MOB1B,0.6829241,0.73279774,0.7098688,0.76851106
4269,DCK,0.6631756,0.7044246,0.6830399,0.7104531
4270,SLC4A4,0.6504179,5.4271626,0.66693676,5.426436
4271,GC,0.2757965,0.37214044,0.2822459,1.2106053
4272,NPFFR2,0.25748658,0.51728225,0.26319203,1.0956292
4273,ADAMTS3,0.58427805,0.62613225,0.59572566,4.1609635
4274,COX18,0.66366935,0.69915944,0.68183464,0.71367955
4275,ANKRD17,0.6971319,0.809057,0.7588152,0.81567895
4276,ALB,0.5800559,0.6181155,0.5917993,2.6870568
4277,AFP,0.19224273,0.7328354,0.20212358,0.73221475
4278,AFM,0.16602421,0.37232658,0.1901631,0.47275734
4279,RASSF6,0.4786552,0.50174546,0.48466438,2.8441212
4280,CXCL8,0.5778772,0.60690904,0.5877771,1.1195995
4281,CXCL6,0.4005277,2.1143703,0.4056767,2.1185164
4282,PF4V1,0.18889053,0.7119323,0.20070301,0.71379817
4283,CXCL1,0.5745237,4.0157943,0.58643395,4.0173435
4284,PF4,0.3321633,0.59659904,0.34021592,1.5838647
4285,PPBP,0.34302577,0.41189408,0.35296714,0.3942876
4286,CXCL5,0.43953592,2.4512649,0.4489158,2.258842
4287,CXCL3,0.5341637,1.0203846,0.5434094,0.5693144
4288,CXCL2,0.6278084,4.917737,0.6420342,4.917374
4289,MTHFD2L,0.65466285,0.70336014,0.6701844,5.520003
4290,EPGN,0.29935944,1.3627548,0.32193416,1.3632302
4291,EREG,0.5138878,1.498146,0.52145696,3.2206278
4292,AREG,0.5995849,2.7220182,0.6099589,4.3984756
4293,BTC,0.58311373,0.60159075,0.59292734,0.61459506
4294,PARM1,0.69117785,0.753607,0.731621,6.8716836
4295,RCHY1,0.6758497,6.181925,0.70083976,0.7536695
4296,THAP6,0.661179,5.710634,0.6808187,0.7280042
4297,C4orf26,0.32505322,1.5354208,1.5335871,0.3899995
4298,CDKL2,0.51979804,0.5867002,0.52976006,0.5614011
4299,G3BP2,0.696993,0.8415759,0.7610581,0.87566394
4300,USO1,0.6979379,1.0298891,0.8043035,0.8089575
4301,PPEF2,0.38058957,1.9520583,0.3841038,0.4034842
4302,NAAA,0.6703532,0.7116006,0.69450945,5.994283
4303,SDAD1,0.6858464,1.1959102,0.7327047,6.608781
4304,CXCL9,0.5217149,3.3170683,0.53089094,3.3167944
4305,ART3,0.5777816,0.60882294,0.5889213,4.057807
4306,CXCL10,0.47956255,0.50711673,2.8467712,2.8496308
4307,CXCL11,0.37487254,1.095295,0.382343,1.90324
4308,NUP54,0.6806603,4.860782,0.7155265,6.3770666
4309,SCARB2,0.6974965,0.8459119,0.78525364,0.83775
4310,FAM47E,0.61462575,4.6583285,0.6286252,0.6578672
4311,STBD1,0.6720432,6.042949,0.6930114,0.72742826
4312,CCDC158,0.48951423,0.50489837,0.49717033,0.5212934
4313,SHROOM3,0.6696414,0.71471554,0.6884033,5.958363
4314,SOWAHB,0.4561012,0.47638163,2.6163068,0.47706503
4315,SEPT11,0.69580114,0.7756278,0.7632419,0.7989003
4316,CCNI,0.6942488,5.216346,0.8456887,0.83446974
4317,CCNG2,0.6892188,0.77061146,0.75965464,0.7924254
4318,CXCL13,0.38852304,0.7143271,0.39209965,0.84025943
4319,CNOT6L,0.6889387,6.7603536,0.73695016,0.9626218
4320,MRPL1,0.66293615,5.693997,0.6818333,0.846128
4321,FRAS1,0.649678,0.684932,0.66538763,0.69829047
4322,ANXA3,0.6730736,0.7398842,0.6956605,0.74946356
4323,BMP2K,0.6508947,0.71671164,0.66600215,5.4181366
4324,PAQR3,0.6679047,5.904399,0.68794036,5.9069467
4325,NAA11,0.26422733,1.1380057,0.26924726,1.1395755
4326,GK2,0.144049,0.4722121,0.48500666,0.48904637
4327,ANTXR2,0.6910711,0.8108086,0.728974,0.8080969
4328,PRDM8,0.6447446,5.28623,0.66047573,5.2881026
4329,FGF5,0.3505069,1.7159382,1.7152506,0.5732687
4330,C4orf22,0.27406794,0.35717228,0.32617715,1.1985999
4331,BMP3,0.49698952,3.0393617,0.50576407,0.6378501
4332,PRKG2,0.5443854,0.6004507,0.55448604,0.5649625
4333,RASGEF1B,0.6531447,1.8822376,0.6695778,0.73196787
4334,HNRNPD,0.69805694,0.8090221,0.82068765,1.5939597
4335,HNRNPDL,0.6917719,0.84440666,0.8746867,0.85166776
4336,ENOPH1,0.68077457,0.73246247,0.7164249,0.9471084
4337,TMEM150C,0.6518239,5.458511,0.6677823,0.71093845
4338,SCD5,0.6780555,0.72341275,0.712769,0.75604
4339,SEC31A,0.69798565,0.7983345,0.83266115,0.81800884
4340,THAP9,0.6239326,0.659499,0.63641745,0.6571238
4341,LIN54,0.6596527,5.6608086,0.6775582,0.7852737
4342,COPS4,0.6858766,0.74675184,0.713715,0.7396321
4343,PLAC8,0.55752176,0.58244854,0.56640553,0.6001406
4344,COQ2,0.64226294,1.7531259,0.65668416,0.8310823
4345,HPSE,0.6075294,0.6372373,0.62202954,4.5438905
4346,HELQ,0.662846,0.712222,0.6801608,0.9918157
4347,MRPS18C,0.6305424,4.980822,0.6453463,0.6580959
4348,FAM175A,0.63210654,5.0107207,0.6461121,0.71184456
4349,NKX6-1,0.42696208,2.3452153,0.43341768,0.44836202
4350,CDS1,0.6257579,4.882306,0.63807577,0.66457784
4351,WDFY3,0.69485843,0.7807573,0.753796,0.8639432
4352,ARHGAP24,0.66874003,0.7117212,0.6887112,1.3837653
4353,MAPK10,0.6588895,0.6939008,0.67728287,0.69244254
4354,PTPN13,0.68691534,0.7511282,0.7239301,1.9140449
4355,SLC10A6,0.48839507,2.9433453,2.940789,2.9438708
4356,C4orf36,0.58713603,0.6165797,0.59918135,4.1967373
4357,AFF1,0.6974716,0.8182462,0.82750845,0.8187768
4358,KLHL8,0.6668877,5.8772244,0.68737316,2.6214533
4359,HSD17B13,0.54935557,3.6690493,0.55978936,0.5778895
4360,HSD17B11,0.6861713,0.7658058,0.7167315,0.94971967
4361,NUDT9,0.6813119,0.7256645,0.7094322,0.775753
4362,SPARCL1,0.68968356,0.8042295,0.8266217,0.91659
